perfOverall1,perfOverall2
0.15805723000017,0.0427921463942099
0.132964441653509,0.0939837543098958
0.124622062930447,0.0924414545926251
0.128207738280797,0.075794891054757
0.12010506585524,0.0776585605331505
0.146362763513387,0.083942021362121
0.156000684947486,0.0935230862135408
0.121459675827271,0.0937767755963449
0.126345853449226,0.0832125067756718
0.1323104287171,0.0935340255400929
